,id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
34,1399985439839117312,Wed Jun 02 07:05:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid oke terimakasih,oke terimakasih,in,0,0,jangyubina,,,jntexpressid,,
35,1399983776193679367,Wed Jun 02 06:58:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Halo @jntexpressid tolong dong bales. Ya ampun dari kemaren ga ada respons -.-,halo balas ampun ga respons,in,0,0,go_ringo_rin,,,jntexpressid,재중의 마음 속,
36,1399981173837684739,Wed Jun 02 06:48:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jntexpressid halo min, saya mau kirim paket shopee dan belum dipickup kurir sejak hari senin, penyelesaiannya bagaimana ya?",halo min kirim paket shopee dipickup kurir penyelesaiannya,in,0,0,mediokray,,,jntexpressid,,
37,1399980950004453376,Wed Jun 02 06:47:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid Tolong dong paket selalu aja lama di tempat sortir. Sampe harus diambil sendiri.,paket sortir diambil,in,0,0,mamawshark,,,jntexpressid,"Nusa Tenggara Timur, Indonesia",
38,1399980771188764672,Wed Jun 02 06:46:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid Sudah 3 hari masih aja di Ende 😅 gak habis pikir aja sama JNT,ende tidak habis pikir jnt,in,0,0,YudhaNWSumirat,,,jntexpressid,"Universal City, TX",
39,1399980137802727430,Wed Jun 02 06:44:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid JP7519723124 kalo yang ini min?,jp min,in,0,0,Marindatriu_,,,jntexpressid,"Kota Palembang, Sumatera Selat",
40,1399979763540717570,Wed Jun 02 06:42:40 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@YudhaNWSumirat Halo ka, mohon maaf atas ketidaknyamanannya. Untuk status paket tsb, saat ini paket sedang on process pengiriman bertahap menuju ENDE, mohon kesediaannya untuk menunggu ka, akan dimaksimalkan. Terima kasih :)",halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process pengiriman bertahap menuju ende mohon kesediaannya menunggu kakak dimaksimalkan terima kasih,in,0,0,jntexpressid,,,YudhaNWSumirat,Indonesia,
41,1399979483889737728,Wed Jun 02 06:41:33 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Marindatriu_ Halo ka, mohon maaf atas ketidaknyamanannya. Berdasarkan status paket tsb, saat ini paket sedang on process menuju palembang gateway per tgl 2 Juni, mohon kesediaannya untuk menunggu ka, terima kasih :)",halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process menuju palembang gateway tanggal mohon kesediaannya menunggu kakak terima kasih,in,0,0,jntexpressid,,,Marindatriu_,Indonesia,
42,1399979265764978688,Wed Jun 02 06:40:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@prita_ak halo kaka, boleh minta nomor resinya disini untuk mimin bantu cek dahulu, terima kasih :)",halo kakak nomor resinya disini mimin bantu cek terima kasih,in,1,0,jntexpressid,,,prita_ak,Indonesia,
43,1399978929281114113,Wed Jun 02 06:39:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@saviraawp halo kak, mohon maaf atas ketidanyamanannya, akan segera kami follow up agar menuju alamaat tujuan kembali, mohon kesediaannya untuk menunggu atau kaka bisa langsung menghubungi call center kami di 02180661888 untuk info lebih lanjut, terima kasih  :)",halo kak mohon maaf ketidanyamanannya follow up menuju alamaat tujuan mohon kesediaannya menunggu kakak menghubungi call center informasi terima kasih,in,0,0,jntexpressid,,,saviraawp,Indonesia,
44,1399978640436195334,Wed Jun 02 06:38:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@najaeminpunya Halo ka, mohon maaf atas ketidaknyamanannya. Saat ini status paket kaka sedang on process pengiriman bertahap menuju jakarta gateway terlebih dahulu, mohon kesediaannya untuk menunggu ka, akan dimasimalkan. Terima kasih :)",halo kakak mohon maaf ketidaknyamanannya status paket kakak on process pengiriman bertahap menuju jakarta gateway mohon kesediaannya menunggu kakak dimasimalkan terima kasih,in,0,0,jntexpressid,,,najaeminpunya,Indonesia,
45,1399978256439267336,Wed Jun 02 06:36:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@jangyubina Halo ka, mohon maaf untuk ketidaknyamanannya. Untuk status paket tsb,saat ini paket sedang on process secara bertahap di DC_DRAMAGA, mohon kesediaanya untuk menunggu ka, akan dibantu follow up agar segera dimaksimalkan, mohon ditunggu. Terima kasih :)",halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process bertahap dc dramaga mohon kesediaanya menunggu kakak dibantu follow up dimaksimalkan mohon ditunggu terima kasih,in,0,0,jntexpressid,,,jangyubina,Indonesia,
46,1399977196299558912,Wed Jun 02 06:32:28 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@tolvarys Halo ka, mohon maaf atas ketidaknyamanannya. Laporan sudah kami terima dan akan segera kami follow up dengan pihak terkait agar dimaksimalkan, mohon kesediaannya untuk menunggu, terima kasih :)",halo kakak mohon maaf ketidaknyamanannya laporan terima follow up terkait dimaksimalkan mohon kesediaannya menunggu terima kasih,in,0,0,jntexpressid,,,tolvarys,Indonesia,
47,1399977104674988034,Wed Jun 02 06:32:06 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@ckwardhani halo ka, boleh minta nomor resinya disini untuk mimin bantu cek, terima kasih :)",halo kakak nomor resinya disini mimin bantu cek terima kasih,in,0,0,jntexpressid,,,ckwardhani,Indonesia,
48,1399976975490449411,Wed Jun 02 06:31:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@nnanana06 @ShopeeCare Halo ka, mohon maaf untuk ketidaknyamanannya. Untuk status paket pertama saat ini sudah diterima oleh QUSNUL/GIONG pada tgl 2 Juni dan untuk status paket kedua sedang on process di SAMATA per tgl 2 Juni, mohon ditunggu ka. Terima kasih :)",halo kakak mohon maaf ketidaknyamanannya status paket diterima qusnul giong tanggal status paket on process samata tanggal mohon ditunggu kakak terima kasih,in,0,0,jntexpressid,,,"nnanana06, ShopeeCare",Indonesia,
49,1399976744774377474,Wed Jun 02 06:30:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jntexpressid ke pekanbaru pake transit ya? perkiraan nyampe kapan? senin mau gw pake bajunya buat tugas astagfirullah bener"" yee😭 katanya nyampe 4hari doang tau gtu pake sikilat gue",pekanbaru pakai transit perkiraan nyampe pakai bajunya tugas astagfirullah benar yee katanya nyampe doang gtu pakai sikilat,in,0,0,najaeminpunya,,,jntexpressid,indonesia,
50,1399976248500051970,Wed Jun 02 06:28:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@najaeminpunya Halo ka, mohon maaf atas ketidaknyamanannya. Berdasarkan status paket tsb, saat ini paket sedang on process menuju jakarta gateway, mohon kesediaannya untuk menunggu, terima kasih :)",halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process menuju jakarta gateway mohon kesediaannya menunggu terima kasih,in,0,0,jntexpressid,,,najaeminpunya,Indonesia,
51,1399975456661671938,Wed Jun 02 06:25:33 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@liakumala Halo ka, mohon maaf atas ketidaknyamanannya. Berdasarkan status paket tsb, saat ini paket sedang on process di dc cikarang barat, mohon kesediaanya untuk menunggu ka, akan dimaksimalkan. Terima kasih :)",halo kakak mohon maaf ketidaknyamanannya status paket tsb paket on process dc cikarang barat mohon kesediaanya menunggu kakak dimaksimalkan terima kasih,in,0,0,jntexpressid,,,liakumala,Indonesia,
52,1399973901803814916,Wed Jun 02 06:19:23 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Halo @jntexpressid apa bisa tracking pesanan saya?,halo tracking pesanan,in,0,0,prita_ak,,,jntexpressid,Sidoarjo,
53,1399973208523038722,Wed Jun 02 06:16:37 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@jntexpressid Dari kemarin ko stuck kaya gini ga gerak2 https://t.co/a1wrGUBN5l,ko stuck kaya gini ga gerak,in,0,0,AgungRuswendi2,False,,jntexpressid,"Garut, West Java ID",
54,1399972923910234113,Wed Jun 02 06:15:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid JD0123571706 paket dengan resi tersebut tidak jalan2 sejak tgl 31 Mei 2021. Mohon penjelasannya ?,paket resi tidak jalan tanggal mei mohon penjelasannya,in,0,0,YudhaNWSumirat,,,jntexpressid,"Universal City, TX",
55,1399972694515273735,Wed Jun 02 06:14:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jntexpressid  hi kak, paket saya sudah 1 minggu lebih gak bergerak"", berhenti di tempat sortir jakarta padahal estimasinya sudah lewat     :(  resi JP0703245773",hai kak paket tidak bergerak berhenti sortir jakarta estimasinya resi jp,in,0,0,FMukcan,,,jntexpressid,,
56,1399970557282578432,Wed Jun 02 06:06:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jntexpressid admin, nomor resi JP0129964674 masih belum dipick up atau bagaimana ya? Kok sejak tgl 28 Mei statusnya masih pick up gagal dan gak ada perkembangan update sampe sekarang? Makasih https://t.co/Q27CpSlsNg",admin nomor resi jp dipick up tanggal mei statusnya pick up gagal tidak perkembangan update terima kasih,in,0,0,qwertyeops,False,,jntexpressid,,
57,1399967348736487424,Wed Jun 02 05:53:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid dm min,dm min,en,0,0,prayitnosamsudi,,,jntexpressid,,
58,1399963046794063881,Wed Jun 02 05:36:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@njmcity00 @jntexpressid nahh loh kok bs giniii😡,nahh loh giniii,in,0,0,JISUNGCH4N,,,"njmcity00, jntexpressid",,
59,1399962101217517569,Wed Jun 02 05:32:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid min paket dengan nomor resi JP6797615412 ini kenapa ga gerak gerak min.,min paket nomor resi jp ga gerak gerak min,in,0,0,Marindatriu_,,,jntexpressid,"Kota Palembang, Sumatera Selat",
60,1399961373581266944,Wed Jun 02 05:29:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hello min bisa bls? @jntexpressid,hello min balas,in,0,0,jangyubina,,,jntexpressid,,
61,1399959744723386369,Wed Jun 02 05:23:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid klw paket datang dalam jondisi pecah apa bisa komplain.?,paket dalam jondisi pecah komplain,in,0,0,CokJoean,,,jntexpressid,"Malang, Jawa Timur",
62,1399958598726291456,Wed Jun 02 05:18:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bos @jntexpressid u tuh tiap kali ngirim paket ke rumah gua pasti ada aja gagal sortir, sortir ulang, salah kirim, paket dikembalikan.. Ada masalah apa si sebenernya. Masa sesama Jabodetabek kaya gini https://t.co/VFhWuA15a2",bos tuh ngirim paket rumah gagal sortir sortir ulang salah kirim paket dikembalikan si sebenernya jabodetabek kaya gini,in,0,0,brendaangelita,False,,jntexpressid,Jakarta,
63,1399957469535764486,Wed Jun 02 05:14:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid Okay ka di usahain yah ka buat smpenya hari ini,okay kakak usahain yah kakak smpenya,in,0,0,LaohMichel,,,jntexpressid,,
64,1399956917921845251,Wed Jun 02 05:11:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid JP2213812214 ini ya min,jp min,in,0,0,AnggretDS,,,jntexpressid,"Bandung, Indonesia",
65,1399955884525068288,Wed Jun 02 05:07:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jntexpressid Ini min https://t.co/gsPUkGBn1R,min,in,0,0,AnggretDS,False,,jntexpressid,"Bandung, Indonesia",
